,Name,FAMACHA,Mean_R,Mean_G,Mean_B,Median_R,Median_G,Median_B,Std_R,Std_G,Std_B
255,180_640x640img72_2.jpg,0,186.74,132.97,133.69,206.0,136.0,138.0,64.26,54.74,55.35
256,180_640x640img73_3.jpg,1,185.41,128.27,130.05,220.0,139.0,141.0,72.79,57.13,55.51
257,180_640x640img74_4.jpg,1,171.3,139.43,139.6,232.0,169.0,167.0,98.53,78.05,74.39
258,180_640x640img75_4.jpg,1,196.96,165.56,159.87,216.0,176.0,168.0,55.2,56.65,56.07
259,180_640x640img76_4.jpg,1,209.42,188.71,184.36,235.0,207.0,201.0,58.41,57.27,54.97
260,180_640x640img77_3.jpg,1,212.42,171.51,173.36,234.0,178.0,182.0,58.07,60.34,59.49
261,180_640x640img78_4.jpg,1,198.66,158.15,162.48,219.0,166.0,173.0,61.03,58.52,59.27
262,180_640x640img79_4.jpg,1,182.88,144.34,145.8,200.0,156.0,158.0,60.79,53.4,53.32
263,180_640x640img7_1.jpg,0,189.52,126.31,130.86,199.0,119.0,122.0,48.77,52.18,53.17
264,180_640x640img80_4.jpg,1,188.99,142.24,138.44,215.0,152.0,151.0,68.17,61.33,62.39
265,180_640x640img81_4.jpg,1,205.63,150.76,157.97,220.0,155.0,163.0,50.38,51.44,51.17
266,180_640x640img82_4.jpg,1,216.0,170.83,167.36,242.0,182.0,178.0,62.2,60.76,59.88
267,180_640x640img83_4.jpg,1,145.19,111.47,114.52,167.0,112.0,113.0,78.93,66.89,67.07
268,180_640x640img84_4.jpg,1,162.38,132.01,131.04,195.0,147.0,143.0,83.62,68.48,65.9
269,180_640x640img85_1.jpg,0,125.76,65.47,71.58,125.0,56.0,61.0,51.9,35.31,37.32
270,180_640x640img86_3.jpg,1,194.02,124.06,128.16,211.0,122.0,126.0,54.16,36.06,35.83
271,180_640x640img87_3.jpg,1,171.37,121.73,119.86,180.0,119.0,115.0,49.43,38.97,36.07
272,180_640x640img88_5.jpg,1,200.85,179.38,180.18,217.0,187.0,188.0,48.56,44.69,46.75
273,180_640x640img89_5.jpg,1,211.22,198.44,197.14,231.0,212.0,210.0,52.92,46.91,46.22
274,180_640x640img8_5.jpg,1,178.55,166.03,163.01,194.0,181.0,179.0,48.47,47.93,50.61
275,180_640x640img90_4.jpg,1,180.47,149.78,150.68,205.0,164.0,165.0,62.56,55.29,54.54
276,180_640x640img91_5.jpg,1,183.91,162.7,164.69,213.0,182.0,183.0,70.75,65.13,63.92
277,180_640x640img92_5.jpg,1,189.6,160.77,161.37,207.0,177.0,178.0,55.07,55.36,57.31
278,180_640x640img93_5.jpg,1,201.5,195.15,196.76,219.0,209.0,210.0,52.8,49.04,51.53
279,180_640x640img94_2.jpg,0,192.49,140.62,152.4,211.0,152.0,165.0,58.45,50.56,48.93
280,180_640x640img96_4.jpg,1,174.42,131.03,123.51,195.0,143.0,133.0,65.39,50.68,50.04
281,180_640x640img97_4.jpg,1,195.31,156.27,151.33,220.0,174.0,170.0,69.82,58.22,57.79
282,180_640x640img99_3.jpg,1,170.73,124.37,139.52,178.0,124.0,141.0,40.1,37.19,40.3
283,180_640x640img9_2.jpg,0,176.07,119.82,129.18,201.0,119.0,128.0,62.7,53.07,54.85
284,270_640x6402023-09-13&1107_1.jpg,0,36.94,30.79,34.85,12.0,14.0,17.0,42.39,40.19,45.96
285,270_640x6402023-09-13&21_3.jpg,1,149.54,150.45,160.83,165.0,166.0,179.0,53.0,62.17,68.86
286,270_640x6402023-09-13&24_2.jpg,0,149.98,120.55,130.43,159.0,117.0,129.0,61.22,58.77,59.47
287,270_640x6402023-09-13&25_1.jpg,0,156.95,121.31,126.82,175.0,131.0,136.0,57.35,47.7,48.1
288,270_640x6402023-09-13&26_3.jpg,1,141.89,114.41,118.15,153.0,114.0,119.0,58.41,50.76,53.7
289,270_640x6402023-09-13&28_1.jpg,0,128.55,71.49,65.81,142.0,72.0,65.0,50.38,38.5,40.52
290,270_640x6402023-09-13&29_1.jpg,0,143.5,90.25,88.67,147.0,83.0,80.0,70.44,62.99,64.35
291,270_640x6402023-09-13&30_1.jpg,0,148.05,95.37,91.59,158.0,94.0,88.0,60.67,39.57,37.43
292,270_640x6402023-09-13&32_1.jpg,0,152.38,104.64,106.33,161.0,104.0,104.0,58.09,53.33,54.77
293,270_640x6402023-09-13&33_1.jpg,0,167.64,126.15,133.97,179.0,126.0,134.0,51.01,48.15,49.61
294,270_640x6402023-09-13&36_2.jpg,0,140.09,105.63,116.83,155.0,110.0,121.0,64.56,47.16,47.54
295,270_640x6402023-09-13&37_1.jpg,0,169.31,145.07,155.51,190.0,156.0,169.0,73.02,68.8,69.31
296,270_640x6402023-09-13&695_3.jpg,1,155.43,118.54,109.76,161.0,120.0,109.0,31.2,26.31,27.15
297,270_640x6402023-09-13&75_2.jpg,0,147.23,118.26,126.14,163.0,123.0,132.0,63.38,52.4,55.52
298,270_640x6402023-09-13&947_3.jpg,1,169.66,135.56,129.95,183.0,130.0,122.0,47.07,51.78,55.31
299,270_640x6402023-09-13&c49_3.jpg,1,152.16,119.49,122.88,167.0,127.0,130.0,64.79,48.2,46.09
300,270_640x6402023-09-13&m46_1.jpg,0,164.0,91.51,78.86,187.0,97.0,82.0,66.72,35.4,33.54
301,270_640x6402023-09-13&m49_3.jpg,1,164.22,138.24,137.06,179.0,145.0,147.0,50.37,45.56,46.21
302,270_640x640img100_3.jpg,1,169.06,119.3,127.64,177.0,118.0,127.0,43.58,34.02,35.27
303,270_640x640img101_3.jpg,1,180.98,127.58,149.4,189.0,124.0,148.0,46.73,41.9,42.24
304,270_640x640img102_4.jpg,1,177.85,150.97,167.86,195.0,157.0,177.0,55.08,47.18,54.07
305,270_640x640img103_3.jpg,1,151.83,105.83,103.64,163.0,107.0,104.0,40.7,26.92,24.44
306,270_640x640img104_3.jpg,1,172.86,102.51,115.99,185.0,98.0,112.0,48.28,36.06,38.01
307,270_640x640img105_3.jpg,1,159.19,88.49,86.88,166.0,88.0,88.0,40.4,31.47,31.92
308,270_640x640img106_3.jpg,1,173.3,134.01,146.54,185.0,137.0,148.0,52.57,40.33,43.76
309,270_640x640img107_3.jpg,1,225.02,188.68,206.15,245.0,196.0,219.0,53.56,52.66,50.62
310,270_640x640img108_2.jpg,0,212.66,164.75,181.74,222.0,167.0,185.0,42.94,42.34,41.84
311,270_640x640img109_2.jpg,0,159.54,108.18,118.36,172.0,106.0,115.0,58.09,42.64,42.69
312,270_640x640img10_2.jpg,0,190.85,123.79,111.9,203.0,116.0,102.0,46.33,43.46,44.09
313,270_640x640img110_3.jpg,1,229.44,185.18,185.33,242.0,188.0,189.0,42.03,43.66,43.2
314,270_640x640img111_2.jpg,0,154.53,110.0,111.09,166.0,109.0,110.0,39.61,33.24,34.5
315,270_640x640img112_2.jpg,0,178.05,121.92,128.09,189.0,120.0,125.0,55.71,41.48,40.54
316,270_640x640img113_4.jpg,1,202.17,162.29,164.16,222.0,173.0,174.0,59.58,46.35,44.99
317,270_640x640img114_3.jpg,1,202.42,143.82,141.72,223.0,152.0,149.0,56.14,41.81,41.72
318,270_640x640img115_3.jpg,1,155.69,82.39,93.8,167.0,82.0,95.0,44.63,31.93,32.34
319,270_640x640img116_3.jpg,1,201.1,128.6,135.4,212.0,127.0,135.0,48.97,34.41,35.93
320,270_640x640img117_3.jpg,1,182.51,118.97,135.14,193.0,119.0,137.0,50.7,44.6,48.13
321,270_640x640img118_3.jpg,1,190.8,122.03,130.62,205.0,121.0,130.0,48.0,38.34,41.11
322,270_640x640img119_3.jpg,1,198.31,133.82,147.17,214.0,135.0,148.0,57.01,43.85,46.27
323,270_640x640img120_3.jpg,1,200.29,135.91,140.64,219.0,138.0,143.0,58.74,44.12,45.77
324,270_640x640img121_2.jpg,0,164.64,81.86,84.31,179.0,83.0,86.0,51.31,35.25,35.19
325,270_640x640img122_2.jpg,0,140.87,68.47,69.0,152.0,68.0,69.0,68.07,43.59,44.65
326,270_640x640img123_2.jpg,0,180.9,96.12,97.03,200.0,99.0,99.0,58.15,30.47,29.71
327,270_640x640img124_3.jpg,1,218.33,146.09,155.33,243.0,150.0,159.0,60.78,44.39,45.93
328,270_640x640img125_3.jpg,1,200.21,133.78,137.98,211.0,127.0,130.0,49.63,44.47,47.09
329,270_640x640img126_1.jpg,0,141.1,87.88,102.55,148.0,85.0,99.0,50.73,36.35,35.17
330,270_640x640img127_2.jpg,0,234.49,197.8,206.53,247.0,204.0,213.0,44.29,42.92,39.38
331,270_640x640img128_2.jpg,0,150.68,87.93,98.23,158.0,89.0,99.0,42.43,34.86,34.22
332,270_640x640img129_1.jpg,0,180.69,107.2,125.07,201.0,111.0,131.0,63.34,48.95,49.5
333,270_640x640img12_2.jpg,0,189.71,130.65,127.24,207.0,131.0,127.0,55.39,45.41,46.58
334,270_640x640img130_2.jpg,0,129.98,92.04,104.9,150.0,88.0,102.0,68.09,57.72,57.56
335,270_640x640img131_2.jpg,0,191.32,162.9,172.1,220.0,191.0,201.0,71.31,75.05,73.71
336,270_640x640img132_3.jpg,1,154.51,96.76,107.24,165.0,99.0,109.0,45.28,31.02,30.25
337,270_640x640img133_2.jpg,0,180.61,111.92,128.51,199.0,117.0,134.0,57.52,48.23,50.65
338,270_640x640img134_1.jpg,0,155.34,88.56,98.28,165.0,80.0,92.0,44.62,42.0,39.9
339,270_640x640img135_3.jpg,1,132.4,90.43,92.55,142.0,92.0,94.0,37.8,24.78,21.9
340,270_640x640img136_3.jpg,1,206.41,159.7,165.6,225.0,171.0,174.0,61.36,51.86,48.7
341,270_640x640img137_1.jpg,0,175.13,132.33,132.78,198.0,135.0,134.0,66.71,55.9,54.44
342,270_640x640img138_4.jpg,1,215.97,180.76,179.44,239.0,183.0,182.0,61.32,53.89,51.34
343,270_640x640img139_3.jpg,1,172.9,138.18,138.97,190.0,142.0,143.0,55.91,50.09,47.92
344,270_640x640img13_3.jpg,1,202.77,169.81,173.62,224.0,182.0,185.0,64.84,51.05,52.67
345,270_640x640img140_3.jpg,1,192.84,143.06,146.49,211.0,148.0,151.0,57.68,47.39,46.09
346,270_640x640img141_2.jpg,0,162.59,107.72,108.71,170.0,106.0,109.0,62.91,65.96,64.56
347,270_640x640img142_2.jpg,0,193.39,147.79,144.96,211.0,147.0,145.0,60.3,58.56,54.79
348,270_640x640img143_4.jpg,1,206.18,153.54,154.77,220.0,156.0,157.0,45.66,40.9,40.99
349,270_640x640img144_2.jpg,0,209.58,152.38,154.07,228.0,160.0,161.0,60.32,49.09,47.73
350,270_640x640img145_2.jpg,0,190.7,135.92,135.69,204.0,141.0,141.0,52.87,55.7,53.26
351,270_640x640img146_2.jpg,0,214.68,152.16,155.25,230.0,155.0,158.0,51.25,46.82,44.66
352,270_640x640img148_4.jpg,1,191.96,144.27,146.85,209.0,150.0,151.0,55.23,42.03,39.2
353,270_640x640img149_2.jpg,0,183.71,123.48,120.75,204.0,129.0,128.0,56.84,45.95,44.42
354,270_640x640img14_4.jpg,1,193.48,156.51,147.07,206.0,162.0,152.0,43.49,40.67,40.11
355,270_640x640img150_2.jpg,0,193.93,122.66,122.65,206.0,124.0,125.0,47.62,52.2,48.86
356,270_640x640img151_2.jpg,0,206.81,142.22,142.73,224.0,151.0,149.0,55.5,55.64,53.26
357,270_640x640img152_3.jpg,1,220.82,166.8,167.88,238.0,173.0,173.0,52.84,41.23,38.3
358,270_640x640img153_3.jpg,1,193.26,139.7,141.05,210.0,156.0,155.0,55.39,59.45,58.44
359,270_640x640img154_3.jpg,1,196.62,144.2,142.31,213.0,154.0,150.0,53.97,54.83,53.51
360,270_640x640img155_3.jpg,1,212.08,148.58,149.32,231.0,158.0,159.0,51.9,49.72,48.81
361,270_640x640img156_3.jpg,1,189.63,137.42,137.02,206.0,141.0,141.0,53.29,43.62,44.48
362,270_640x640img157_3.jpg,1,162.83,96.2,97.27,177.0,103.0,106.0,52.22,42.67,42.03
363,270_640x640img158_3.jpg,1,158.63,111.37,112.89,173.0,118.0,118.0,49.13,44.49,43.01
364,270_640x640img159_3.jpg,1,189.49,147.73,151.24,215.0,159.0,163.0,69.91,52.96,53.41
365,270_640x640img15_4.jpg,1,205.77,185.94,176.09,221.0,198.0,187.0,51.47,49.9,51.92
366,270_640x640img160_4.jpg,1,182.74,155.32,159.82,195.0,159.0,163.0,51.0,52.69,52.05
367,270_640x640img161_4.jpg,1,204.44,162.39,157.11,226.0,172.0,166.0,62.62,50.05,46.8
368,270_640x640img162_4.jpg,1,157.18,112.65,113.78,173.0,125.0,124.0,68.36,49.85,49.15
369,270_640x640img163_4.jpg,1,182.72,150.41,147.78,203.0,161.0,157.0,56.02,43.89,39.58
370,270_640x640img164_4.jpg,1,149.11,109.56,126.42,161.0,119.0,137.0,53.63,40.34,43.83
371,270_640x640img165_3.jpg,1,170.54,128.45,144.28,180.0,135.0,152.0,59.75,59.71,59.07
372,270_640x640img166_3.jpg,1,174.94,136.97,131.89,192.0,139.0,135.0,46.53,41.71,39.95
373,270_640x640img167_4.jpg,1,202.23,173.98,178.43,220.0,182.0,187.0,58.31,43.84,40.97
374,270_640x640img169_3.jpg,1,139.95,85.87,91.92,127.0,75.0,80.0,59.45,47.26,47.37
375,270_640x640img16_2.jpg,0,116.68,85.23,89.94,135.0,92.0,89.0,97.1,61.87,56.25
376,270_640x640img170_2.jpg,0,169.5,123.69,131.38,200.0,140.0,150.0,69.33,59.62,59.27
377,270_640x640img171_3.jpg,1,169.28,120.3,119.26,184.0,118.0,117.0,59.69,50.53,49.94
378,270_640x640img172_4.jpg,1,196.37,155.32,154.75,214.0,167.0,166.0,54.26,47.92,46.54
379,270_640x640img173_4.jpg,1,205.98,168.08,168.25,226.0,177.0,176.0,57.09,62.68,61.12
380,270_640x640img174_4.jpg,1,198.31,160.2,173.68,216.0,168.0,183.0,61.26,53.99,53.77
381,270_640x640img175_3.jpg,1,176.86,122.32,120.83,194.0,127.0,124.0,53.55,42.47,41.17
382,270_640x640img176_3.jpg,1,198.38,142.16,134.58,221.0,151.0,142.0,61.24,49.57,49.49
383,270_640x640img177_3.jpg,1,199.34,147.71,152.07,222.0,154.0,160.0,62.87,60.5,59.67
384,270_640x640img178_2.jpg,0,155.4,99.03,101.2,170.0,90.0,91.0,61.84,49.19,50.79
385,270_640x640img179_3.jpg,1,196.15,154.18,152.15,211.0,163.0,161.0,56.15,45.23,46.09
386,270_640x640img17_4.jpg,1,199.22,137.75,132.06,224.0,148.0,141.0,63.0,49.35,50.17
387,270_640x640img180_3.jpg,1,194.13,154.13,146.81,209.0,166.0,160.0,54.18,54.21,56.37
388,270_640x640img181_2.jpg,0,169.34,114.21,107.01,194.0,114.0,103.0,72.57,54.74,55.29
389,270_640x640img182_2.jpg,0,127.53,63.9,63.94,133.0,63.0,63.0,37.45,21.27,21.44
390,270_640x640img183_2.jpg,0,189.29,160.86,158.47,211.0,176.0,173.0,72.51,62.81,63.56
391,270_640x640img184_2.jpg,0,203.64,123.39,114.34,221.0,122.0,111.0,51.73,50.73,52.71
392,270_640x640img185_5.jpg,1,205.71,179.57,185.89,221.0,188.0,194.0,55.96,43.49,46.19
393,270_640x640img186_2.jpg,0,167.65,123.95,123.18,200.0,126.0,124.0,70.54,61.75,63.04
394,270_640x640img187_4.jpg,1,203.4,159.22,153.09,220.0,174.0,168.0,54.27,50.56,53.69
395,270_640x640img188_3.jpg,1,197.62,159.32,153.13,216.0,160.0,153.0,53.77,54.31,56.07
396,270_640x640img189_3.jpg,1,218.47,165.05,169.57,242.0,177.0,183.0,58.39,57.26,57.4
397,270_640x640img18_2.jpg,0,205.87,154.48,146.89,228.0,162.0,153.0,58.6,49.95,49.28
398,270_640x640img190_3.jpg,1,198.73,140.7,129.18,221.0,150.0,136.0,62.02,48.24,47.89
399,270_640x640img191_3.jpg,1,165.78,119.06,119.09,187.0,121.0,121.0,63.64,55.23,57.24
400,270_640x640img192_4.jpg,1,226.54,175.07,164.33,253.0,188.0,175.0,61.54,51.9,50.02
401,270_640x640img195_1.jpg,0,201.41,139.85,134.66,224.0,139.0,130.0,65.1,63.17,62.75
402,270_640x640img196_2.jpg,0,165.26,126.58,126.82,182.0,134.0,132.0,49.15,42.76,46.51
403,270_640x640img197_3.jpg,1,186.93,126.84,120.48,209.0,133.0,127.0,58.12,45.58,45.12
404,270_640x640img198_3.jpg,1,192.67,154.63,154.97,213.0,161.0,161.0,57.86,49.57,50.24
405,270_640x640img199_3.jpg,1,162.56,123.44,125.3,189.0,114.0,116.0,71.25,68.79,69.25
406,270_640x640img19_3.jpg,1,183.7,159.7,157.39,197.0,168.0,166.0,48.13,50.38,52.79
407,270_640x640img1_4.jpg,1,195.77,157.34,143.54,214.0,165.0,148.0,54.63,46.06,48.13
408,270_640x640img200_2.jpg,0,208.72,139.41,130.91,237.0,147.0,139.0,62.7,51.19,50.39
409,270_640x640img201_3.jpg,1,199.66,129.88,121.5,226.0,136.0,128.0,67.14,43.17,42.05
410,270_640x640img202_3.jpg,1,169.44,110.52,118.07,177.0,106.0,114.0,48.85,40.52,41.39
411,270_640x640img203_3.jpg,1,190.59,131.37,126.24,203.0,135.0,129.0,48.35,42.33,45.04
412,270_640x640img204_3.jpg,1,206.81,172.34,171.62,228.0,194.0,192.0,56.29,58.13,56.45
413,270_640x640img205_3.jpg,1,193.76,149.75,146.47,205.0,147.0,146.0,46.82,59.64,62.08
414,270_640x640img206_3.jpg,1,176.17,147.16,154.01,194.0,150.0,158.0,52.27,41.35,46.16
415,270_640x640img207_3.jpg,1,169.03,108.99,112.58,178.0,107.0,111.0,64.03,44.66,43.99
416,270_640x640img208_4.jpg,1,209.31,157.63,151.44,238.0,172.0,165.0,62.26,53.59,53.55
417,270_640x640img210_2.jpg,0,153.04,101.92,108.59,160.0,98.0,102.0,37.87,36.95,40.13
418,270_640x640img211_3.jpg,1,171.24,122.58,131.69,186.0,122.0,133.0,69.29,59.64,59.39
419,270_640x640img212_3.jpg,1,191.76,142.59,133.4,231.0,154.0,143.0,74.02,66.91,66.16
420,270_640x640img213_2.jpg,0,182.41,126.42,117.03,202.0,129.0,118.0,64.51,45.81,44.84
421,270_640x640img214_3.jpg,1,156.2,99.34,83.07,163.0,94.0,78.0,48.79,34.86,31.05
422,270_640x640img215_2.jpg,0,209.92,143.69,144.38,234.0,146.0,148.0,61.48,53.79,54.73
423,270_640x640img216_3.jpg,1,176.74,131.01,129.47,214.0,141.0,142.0,76.29,65.74,67.97
424,270_640x640img217_3.jpg,1,134.09,100.33,95.89,152.0,97.0,87.0,59.4,53.3,57.01
425,270_640x640img218_3.jpg,1,176.43,131.68,123.47,204.0,143.0,130.0,71.53,56.74,58.01
426,270_640x640img219_4.jpg,1,147.98,108.74,95.05,172.0,107.0,87.0,80.14,58.61,51.01
427,270_640x640img21_4.jpg,1,173.81,150.63,151.22,192.0,155.0,156.0,46.28,45.2,46.6
428,270_640x640img220_3.jpg,1,201.33,150.45,141.24,235.0,163.0,152.0,70.87,56.98,54.85
429,270_640x640img221_2.jpg,0,185.21,144.82,168.33,191.0,144.0,171.0,39.33,41.93,44.09
430,270_640x640img222_1.jpg,0,129.05,76.8,95.06,124.0,72.0,93.0,52.06,47.03,51.56
431,270_640x640img223_2.jpg,0,165.71,128.61,156.3,178.0,130.0,162.0,38.91,40.28,43.56
432,270_640x640img224_2.jpg,0,201.64,137.67,162.29,212.0,139.0,167.0,42.85,35.94,36.19
433,270_640x640img226_1.jpg,0,144.69,97.96,117.78,143.0,96.0,119.0,48.43,47.97,50.42
434,270_640x640img227_4.jpg,1,192.26,167.55,189.52,200.0,181.0,207.0,47.52,52.6,52.57
435,270_640x640img228_2.jpg,0,186.38,136.95,163.55,194.0,142.0,172.0,43.23,46.0,45.98
436,270_640x640img229_2.jpg,0,129.07,83.67,104.93,129.0,80.0,106.0,56.89,54.16,60.21
437,270_640x640img22_3.jpg,1,171.37,134.37,130.79,194.0,140.0,136.0,60.74,53.73,54.0
438,270_640x640img230_2.jpg,0,206.44,151.61,154.46,218.0,147.0,150.0,43.57,50.17,50.81
439,270_640x640img231_3.jpg,1,139.19,116.02,124.73,146.0,120.0,128.0,44.92,37.43,38.59
440,270_640x640img232_2.jpg,0,145.56,87.96,81.09,145.0,82.0,74.0,45.04,36.06,35.17
441,270_640x640img233_2.jpg,0,155.53,100.56,104.78,165.0,99.0,99.0,61.83,45.36,47.75
442,270_640x640img234_1.jpg,0,136.84,82.67,96.28,141.0,82.0,96.0,32.77,29.69,28.74
443,270_640x640img235_1.jpg,0,193.55,157.39,183.09,204.0,165.0,192.0,45.85,53.81,52.83
444,270_640x640img236_1.jpg,0,145.37,110.06,136.16,147.0,105.0,134.0,42.53,46.58,50.94
445,270_640x640img237_2.jpg,0,123.03,88.44,96.07,132.0,95.0,103.0,54.36,38.65,39.32
446,270_640x640img238_3.jpg,1,180.5,132.11,144.13,184.0,126.0,141.0,57.88,71.51,70.77
447,270_640x640img239_3.jpg,1,124.02,93.53,116.41,123.0,90.0,117.0,49.19,46.3,50.32
448,270_640x640img23_2.jpg,0,143.47,86.74,81.36,175.0,89.0,81.0,70.17,45.68,43.01
449,270_640x640img241_1.jpg,0,159.15,110.53,126.89,173.0,106.0,123.0,56.64,52.85,52.63
450,270_640x640img242_2.jpg,0,125.01,87.25,108.74,121.0,76.0,102.0,53.01,52.82,58.78
451,270_640x640img243_1.jpg,0,167.08,111.88,128.25,179.0,112.0,128.0,45.86,41.25,40.75
452,270_640x640img244_3.jpg,1,161.05,128.94,148.28,164.0,128.0,151.0,50.69,51.95,53.62
453,270_640x640img245_2.jpg,0,152.81,105.35,107.85,157.0,105.0,107.0,54.59,38.47,40.34
454,270_640x640img246_2.jpg,0,173.36,149.97,165.52,194.0,171.0,190.0,65.15,60.98,64.23
455,270_640x640img247_4.jpg,1,126.92,95.13,109.71,116.0,74.0,91.0,58.69,61.25,65.2
456,270_640x640img248_2.jpg,0,187.22,144.92,162.99,191.0,144.0,166.0,48.49,54.14,53.18
457,270_640x640img24_3.jpg,1,197.75,154.31,160.55,219.0,170.0,177.0,57.99,61.53,63.65
458,270_640x640img250_2.jpg,0,177.06,124.98,147.19,190.0,128.0,152.0,45.94,46.76,46.61
459,270_640x640img251_1.jpg,0,135.17,86.54,89.29,138.0,79.0,82.0,49.79,39.76,40.85
460,270_640x640img252_3.jpg,1,174.68,127.94,128.85,187.0,127.0,129.0,44.93,49.6,50.09
461,270_640x640img253_2.jpg,0,192.82,145.37,172.58,202.0,154.0,182.0,43.53,59.28,56.92
462,270_640x640img254_2.jpg,0,145.85,97.53,122.57,144.0,86.0,116.0,53.95,56.72,59.31
463,270_640x640img255_1.jpg,0,154.12,103.41,130.76,156.0,98.0,128.0,49.15,43.55,47.1
464,270_640x640img256_2.jpg,0,202.63,165.6,191.23,213.0,171.0,198.0,40.96,44.2,44.55
465,270_640x640img257_3.jpg,1,165.58,122.33,141.16,177.0,124.0,144.0,39.3,40.64,40.74
466,270_640x640img258_3.jpg,1,93.58,62.31,83.74,94.0,63.0,87.0,31.06,23.42,28.42
467,270_640x640img259_2.jpg,0,179.82,144.46,171.62,190.0,149.0,184.0,48.91,48.68,50.96
468,270_640x640img25_1.jpg,0,131.59,64.44,73.49,139.0,58.0,67.0,50.58,38.49,39.76
469,270_640x640img260_3.jpg,1,170.81,126.76,149.88,184.0,126.0,152.0,43.41,46.86,47.76
470,270_640x640img261_3.jpg,1,172.61,118.82,146.83,184.0,118.0,150.0,39.8,35.27,37.57
471,270_640x640img262_3.jpg,1,191.38,142.24,166.59,204.0,143.0,168.0,40.4,47.3,46.26
472,270_640x640img263_1.jpg,0,180.16,117.72,145.31,192.0,122.0,154.0,45.41,57.64,58.87
473,270_640x640img264_2.jpg,0,205.19,168.56,192.31,216.0,177.0,200.0,40.13,47.65,46.07
474,270_640x640img265_2.jpg,0,149.92,124.97,144.87,155.0,125.0,145.0,32.78,41.74,43.36
475,270_640x640img267_2.jpg,0,128.24,86.13,108.77,122.0,68.0,97.0,63.92,68.08,70.62
476,270_640x640img268_3.jpg,1,140.13,114.18,140.98,146.0,125.0,157.0,57.68,54.5,60.27
477,270_640x640img269_3.jpg,1,114.75,83.8,84.54,121.0,87.0,87.0,39.28,22.02,19.94
478,270_640x640img26_1.jpg,0,142.95,72.48,81.6,149.0,67.0,76.0,45.67,35.63,36.33
479,270_640x640img270_2.jpg,0,178.03,112.42,109.7,190.0,119.0,115.0,61.45,44.17,43.11
480,270_640x640img272_1.jpg,0,127.77,83.39,108.33,131.0,80.0,107.0,51.22,47.69,53.16
481,270_640x640img273_2.jpg,0,162.37,111.48,141.07,171.0,108.0,141.0,38.79,42.54,44.16
482,270_640x640img274_3.jpg,1,176.09,113.51,137.0,186.0,116.0,139.0,39.82,34.46,35.71
483,270_640x640img275_2.jpg,0,131.15,99.8,113.69,142.0,102.0,117.0,49.59,37.8,42.25
484,270_640x640img277_1.jpg,0,149.82,117.13,135.67,173.0,119.0,138.0,57.93,43.98,46.85
485,270_640x640img278_1.jpg,0,150.87,101.42,125.21,152.0,99.0,124.0,40.84,40.96,43.42
486,270_640x640img279_2.jpg,0,171.23,103.72,103.78,173.0,107.0,107.0,48.17,32.5,33.58
487,270_640x640img27_2.jpg,0,135.54,66.37,75.12,143.0,60.0,69.0,44.74,33.19,33.77
488,270_640x640img280_3.jpg,1,116.47,76.42,75.13,115.0,68.0,67.0,47.24,38.66,36.42
489,270_640x640img281_2.jpg,0,136.55,84.38,98.21,136.0,79.0,92.0,42.06,37.5,40.18
490,270_640x640img282_4.jpg,1,191.09,184.15,197.35,208.0,199.0,218.0,57.37,55.69,61.59
491,270_640x640img283_2.jpg,0,177.0,118.48,141.44,193.0,123.0,149.0,55.51,49.89,52.45
492,270_640x640img284_3.jpg,1,160.56,127.54,138.33,160.0,114.0,126.0,49.48,57.5,57.9
493,270_640x640img285_3.jpg,1,123.21,91.44,113.72,124.0,94.0,121.0,46.87,38.43,44.29
494,270_640x640img286_3.jpg,1,148.39,123.43,143.29,162.0,131.0,152.0,48.14,37.32,43.73
495,270_640x640img287_3.jpg,1,189.47,125.44,134.84,197.0,132.0,142.0,43.27,39.39,39.61
496,270_640x640img288_2.jpg,0,199.16,148.97,167.78,213.0,153.0,175.0,45.82,45.41,44.35
497,270_640x640img289_3.jpg,1,95.34,63.51,61.98,104.0,68.0,65.0,33.28,20.53,17.89
498,270_640x640img28_3.jpg,1,190.67,131.37,136.1,211.0,139.0,141.0,63.09,49.29,50.97
499,270_640x640img290_3.jpg,1,181.94,160.39,173.28,203.0,169.0,184.0,61.58,54.23,60.37
500,270_640x640img291_3.jpg,1,124.9,78.79,69.14,138.0,84.0,73.0,54.15,37.62,34.13
501,270_640x640img293_3.jpg,1,60.29,35.02,42.16,61.0,31.0,38.0,25.59,19.06,19.75
502,270_640x640img294_2.jpg,0,146.33,83.96,92.07,149.0,79.0,87.0,42.85,38.62,39.25
503,270_640x640img295_3.jpg,1,196.15,148.33,162.55,210.0,158.0,173.0,47.45,50.35,51.11
504,270_640x640img296_3.jpg,1,196.36,155.68,175.32,206.0,162.0,184.0,45.2,44.63,46.77
505,270_640x640img297_3.jpg,1,177.26,134.05,125.75,195.0,136.0,126.0,53.39,43.93,44.35
506,270_640x640img29_3.jpg,1,192.02,130.52,138.64,206.0,138.0,143.0,59.8,41.78,43.09
507,270_640x640img2_4.jpg,1,209.04,192.7,190.69,230.0,204.0,202.0,56.89,52.6,51.03
508,270_640x640img30_4.jpg,1,200.72,159.49,167.43,218.0,169.0,178.0,53.54,48.09,49.19
509,270_640x640img31_3.jpg,1,196.77,153.64,161.84,211.0,154.0,161.0,58.05,51.39,52.71
510,270_640x640img32_3.jpg,1,191.91,131.98,137.78,207.0,134.0,139.0,58.89,43.56,43.58
